timestamp,total_carparks,total_lots,lots_available,avg_lots_available
2024-01-20T06:00:00+08:00,2336,731251,360969,154.5244006849315
2024-01-20T07:00:00+08:00,2336,730392,380750,162.99229452054794
2024-01-20T08:00:00+08:00,2336,729893,403797,172.85830479452054
2024-01-20T09:00:00+08:00,2336,729831,420785,180.13056506849315
2024-01-20T10:00:00+08:00,2336,729924,436544,186.87671232876713
2024-01-20T11:00:00+08:00,2336,729924,443987,190.06292808219177
2024-01-20T12:00:00+08:00,2336,730392,445013,190.5021404109589
2024-01-20T13:00:00+08:00,2336,729891,442787,189.5492294520548
2024-01-20T14:00:00+08:00,2336,729795,440353,188.50727739726028
2024-01-20T15:00:00+08:00,2336,729924,438881,187.8771404109589
2024-01-20T16:00:00+08:00,2336,729924,435710,186.51969178082192
2024-01-20T17:00:00+08:00,2336,729924,436168,186.71575342465752
2024-01-20T18:00:00+08:00,2336,729924,431386,184.66866438356163
2024-01-20T19:00:00+08:00,2336,729891,421347,180.37114726027397
2024-01-20T20:00:00+08:00,2336,729891,409476,175.28938356164383
2024-01-20T21:00:00+08:00,2336,729924,397306,170.07962328767124
2024-01-20T22:00:00+08:00,2336,730392,380637,162.9439212328767
2024-01-21T00:00:00+08:00,2336,739757,369135,158.0201198630137
2024-01-21T01:00:00+08:00,2336,740220,363765,155.72131849315068
2024-01-21T02:00:00+08:00,2336,740241,359225,153.77782534246575
2024-01-21T03:00:00+08:00,2336,740909,356758,152.72174657534248
2024-01-21T04:00:00+08:00,2336,739773,354588,151.79280821917808
2024-01-21T05:00:00+08:00,2336,740241,355800,152.31164383561645
2024-01-21T06:00:00+08:00,2336,741078,362067,154.99443493150685
2024-01-21T07:00:00+08:00,2336,740237,372041,159.26412671232876
2024-01-21T08:00:00+08:00,2336,740088,385151,164.87628424657535
2024-01-21T09:00:00+08:00,2336,740208,399299,170.93279109589042
2024-01-21T10:00:00+08:00,2336,739757,412858,176.73715753424656
2024-01-21T11:00:00+08:00,2336,739158,418124,178.9914383561644
2024-01-21T12:00:00+08:00,2336,739742,421599,180.47902397260273
2024-01-21T13:00:00+08:00,2336,739740,421188,180.30308219178082
2024-01-21T14:00:00+08:00,2336,739742,419860,179.7345890410959
2024-01-21T15:00:00+08:00,2336,739742,420179,179.87114726027397
2024-01-21T16:00:00+08:00,2336,739589,416953,178.49015410958904
2024-01-21T17:00:00+08:00,2336,740241,417981,178.93022260273972
2024-01-21T18:00:00+08:00,2336,739446,410996,175.94006849315068
2024-01-21T19:00:00+08:00,2336,739773,403844,172.87842465753425
2024-01-21T20:00:00+08:00,2336,739750,394763,168.9910102739726
2024-01-21T21:00:00+08:00,2336,739740,382265,163.6408390410959
2024-01-21T22:00:00+08:00,2336,739752,368798,157.87585616438355
2024-01-22T00:00:00+08:00,2336,729924,343959,147.24272260273972
2024-01-22T01:00:00+08:00,2336,729924,340123,145.6005993150685
2024-01-22T02:00:00+08:00,2336,730392,339070,145.1498287671233
2024-01-22T03:00:00+08:00,2336,730332,339267,145.2341609589041
2024-01-22T04:00:00+08:00,2336,730754,340850,145.91181506849315
2024-01-22T05:00:00+08:00,2336,729945,347137,148.60316780821918
2024-01-22T06:00:00+08:00,2336,730787,394385,168.82919520547946
2024-01-22T07:00:00+08:00,2336,729966,442333,189.3548801369863
2024-01-22T08:00:00+08:00,2336,730434,481401,206.07919520547946
2024-01-22T09:00:00+08:00,2336,729966,494711,211.7769691780822
2024-01-22T10:00:00+08:00,2336,730434,498965,213.5980308219178
2024-01-22T11:00:00+08:00,2336,730248,496742,212.64640410958904
2024-01-22T12:00:00+08:00,2336,730401,492405,210.7898116438356
2024-01-22T13:00:00+08:00,2336,729966,499661,213.89597602739727
2024-01-22T14:00:00+08:00,2336,730434,499165,213.68364726027397
2024-01-22T15:00:00+08:00,2336,729933,496465,212.52782534246575
2024-01-22T16:00:00+08:00,2336,729966,488530,209.13099315068493
2024-01-22T17:00:00+08:00,2336,729933,471690,201.9220890410959
2024-01-22T18:00:00+08:00,2336,730401,433562,185.6001712328767
2024-01-22T19:00:00+08:00,2336,730286,404874,173.3193493150685
2024-01-22T20:00:00+08:00,2336,729966,386741,165.55693493150685
2024-01-22T21:00:00+08:00,2336,730434,373487,159.88313356164383
2024-01-22T22:00:00+08:00,2336,729945,359444,153.87157534246575
2024-01-23T00:00:00+08:00,2336,729964,344310,147.3929794520548
2024-01-23T01:00:00+08:00,2336,729966,340680,145.83904109589042
2024-01-23T02:00:00+08:00,2336,730435,339759,145.44477739726028
2024-01-23T03:00:00+08:00,2336,729967,338608,144.95205479452054
2024-01-23T04:00:00+08:00,2336,729961,340585,145.79837328767124
2024-01-23T05:00:00+08:00,2336,731390,348910,149.36215753424656
2024-01-23T06:00:00+08:00,2336,730436,393697,168.53467465753425
2024-01-23T07:00:00+08:00,2336,730435,443585,189.8908390410959
2024-01-23T08:00:00+08:00,2336,729967,482196,206.4195205479452
2024-01-23T09:00:00+08:00,2336,730412,496483,212.5355308219178
2024-01-23T10:00:00+08:00,2336,729951,500536,214.2705479452055
2024-01-23T11:00:00+08:00,2336,729944,498813,213.53296232876713
2024-01-23T12:00:00+08:00,2336,729967,493447,211.23587328767124
2024-01-23T13:00:00+08:00,2336,730395,501950,214.87585616438355
2024-01-23T14:00:00+08:00,2336,730435,502178,214.97345890410958
2024-01-23T15:00:00+08:00,2336,729967,500085,214.07748287671234
2024-01-23T16:00:00+08:00,2336,729934,494040,211.48972602739727
2024-01-23T17:00:00+08:00,2336,730402,477553,204.43193493150685
2024-01-23T18:00:00+08:00,2336,729967,439100,187.9708904109589
2024-01-23T19:00:00+08:00,2336,730435,408611,174.91909246575344
2024-01-23T20:00:00+08:00,2336,729934,389969,166.93878424657535
2024-01-23T21:00:00+08:00,2336,729946,378102,161.85873287671234
2024-01-23T22:00:00+08:00,2336,729961,362967,155.37970890410958
2024-01-24T00:00:00+08:00,2336,729406,344640,147.53424657534248
2024-01-24T01:00:00+08:00,2336,729967,341157,146.04323630136986
2024-01-24T02:00:00+08:00,2336,729967,339037,145.1357020547945
2024-01-24T03:00:00+08:00,2336,729925,339386,145.28510273972603
2024-01-24T04:00:00+08:00,2336,730795,341095,146.01669520547946
2024-01-24T05:00:00+08:00,2336,731290,348239,149.07491438356163
2024-01-24T06:00:00+08:00,2336,730288,393761,168.56207191780823
2024-01-24T07:00:00+08:00,2336,730402,443868,190.01198630136986
2024-01-24T08:00:00+08:00,2336,730404,482636,206.60787671232876
2024-01-24T09:00:00+08:00,2336,730395,495162,211.97003424657535
2024-01-24T10:00:00+08:00,2336,730435,499784,213.9486301369863
2024-01-24T11:00:00+08:00,2336,730435,498786,213.52140410958904
2024-01-24T12:00:00+08:00,2336,729967,494375,211.63313356164383
2024-01-24T13:00:00+08:00,2336,729967,503049,215.34631849315068
2024-01-24T14:00:00+08:00,2336,729874,501314,214.60359589041096
2024-01-24T15:00:00+08:00,2336,729967,499591,213.8660102739726
2024-01-24T16:00:00+08:00,2336,729967,494066,211.50085616438355
2024-01-24T17:00:00+08:00,2336,729951,480578,205.72688356164383
2024-01-24T18:00:00+08:00,2336,730404,446568,191.16780821917808
2024-01-24T19:00:00+08:00,2336,729936,414229,177.32405821917808
2024-01-24T20:00:00+08:00,2336,730435,393402,168.4083904109589
2024-01-24T21:00:00+08:00,2336,730435,377800,161.7294520547945
2024-01-24T22:00:00+08:00,2336,730745,363382,155.55736301369862
2024-01-25T00:00:00+08:00,2336,730433,345258,147.798801369863
2024-01-25T01:00:00+08:00,2336,730435,340950,145.95462328767124
2024-01-25T02:00:00+08:00,2336,729967,338957,145.10145547945206
2024-01-25T03:00:00+08:00,2336,730429,338034,144.70633561643837
2024-01-25T04:00:00+08:00,2336,729925,338652,144.9708904109589
2024-01-25T05:00:00+08:00,2336,730323,345723,147.9978595890411
2024-01-25T06:00:00+08:00,2336,731104,390075,166.9841609589041
2024-01-25T07:00:00+08:00,2336,730245,439901,188.31378424657535
2024-01-25T08:00:00+08:00,2336,730755,477301,204.32405821917808
2024-01-25T09:00:00+08:00,2336,730359,491491,210.39854452054794
2024-01-25T10:00:00+08:00,2336,729892,495834,212.25770547945206
2024-01-25T11:00:00+08:00,2336,729967,494116,211.5222602739726
2024-01-25T12:00:00+08:00,2336,730435,491071,210.21875
2024-01-25T13:00:00+08:00,2336,730435,499789,213.9507705479452
2024-01-25T14:00:00+08:00,2336,730435,499127,213.6673801369863
2024-01-25T15:00:00+08:00,2336,730419,496631,212.59888698630138
2024-01-25T16:00:00+08:00,2336,730435,489718,209.63955479452054
2024-01-25T17:00:00+08:00,2336,729799,473142,202.54366438356163
2024-01-25T18:00:00+08:00,2336,729892,440173,188.43022260273972
2024-01-25T19:00:00+08:00,2336,730393,412328,176.51027397260273
2024-01-25T20:00:00+08:00,2336,730393,393250,168.34332191780823
2024-01-25T21:00:00+08:00,2336,730393,380153,162.7367294520548
2024-01-25T22:00:00+08:00,2336,730393,362820,155.3167808219178
2024-01-26T00:00:00+08:00,2336,729347,344144,147.32191780821918
2024-01-26T01:00:00+08:00,2336,729967,340637,145.82063356164383
2024-01-26T02:00:00+08:00,2336,729925,338369,144.84974315068493
2024-01-26T03:00:00+08:00,2336,730581,337642,144.53852739726028
2024-01-26T04:00:00+08:00,2336,730580,339535,145.34888698630138
2024-01-26T05:00:00+08:00,2336,729942,345934,148.08818493150685
2024-01-26T06:00:00+08:00,2336,730070,388470,166.2970890410959
2024-01-26T07:00:00+08:00,2336,730419,434005,185.7898116438356
2024-01-26T08:00:00+08:00,2336,730402,470078,201.2320205479452
2024-01-26T09:00:00+08:00,2336,730435,482280,206.4554794520548
2024-01-26T10:00:00+08:00,2336,730402,489790,209.67037671232876
2024-01-26T11:00:00+08:00,2336,730393,489655,209.61258561643837
2024-01-26T12:00:00+08:00,2336,730393,487284,208.59760273972603
2024-01-26T13:00:00+08:00,2336,729894,494550,211.7080479452055
2024-01-26T14:00:00+08:00,2336,730360,494481,211.6785102739726
2024-01-26T15:00:00+08:00,2336,729589,491597,210.4439212328767
2024-01-26T16:00:00+08:00,2336,730360,486735,208.36258561643837
2024-01-26T17:00:00+08:00,2336,729925,473795,202.8232020547945
2024-01-26T18:00:00+08:00,2336,729574,450828,192.9914383561644
2024-01-26T19:00:00+08:00,2336,730377,428377,183.38056506849315
2024-01-26T20:00:00+08:00,2336,730360,411923,176.3369006849315
2024-01-26T21:00:00+08:00,2336,729921,399653,171.08433219178082
2024-01-26T22:00:00+08:00,2336,730393,381417,163.27782534246575
2024-01-27T00:00:00+08:00,2336,730372,357003,152.82662671232876
2024-01-27T01:00:00+08:00,2336,729925,350135,149.88655821917808
2024-01-27T02:00:00+08:00,2336,730713,347362,148.69948630136986
2024-01-27T03:00:00+08:00,2336,730224,344131,147.31635273972603
2024-01-27T04:00:00+08:00,2336,730391,343890,147.21318493150685
2024-01-27T05:00:00+08:00,2336,730387,347103,148.58861301369862
2024-01-27T06:00:00+08:00,2336,730876,360045,154.12885273972603
2024-01-27T07:00:00+08:00,2336,730393,382131,163.58347602739727
2024-01-27T08:00:00+08:00,2336,729925,406024,173.81164383561645
2024-01-27T09:00:00+08:00,2336,730393,424084,181.54280821917808
2024-01-27T10:00:00+08:00,2336,729892,438462,187.69777397260273
2024-01-27T11:00:00+08:00,2336,729892,444251,190.17594178082192
2024-01-27T12:00:00+08:00,2336,730362,443910,190.02996575342465
2024-01-27T13:00:00+08:00,2336,730393,440144,188.41780821917808
2024-01-27T14:00:00+08:00,2336,730393,439390,188.09503424657535
2024-01-27T15:00:00+08:00,2336,730393,438483,187.70676369863014
2024-01-27T16:00:00+08:00,2336,730393,436009,186.6476883561644
2024-01-27T17:00:00+08:00,2336,730379,437856,187.43835616438355
2024-01-27T18:00:00+08:00,2336,730360,434701,186.08775684931507
2024-01-27T19:00:00+08:00,2336,729925,425382,182.09845890410958
2024-01-27T20:00:00+08:00,2336,730360,415367,177.81121575342465
2024-01-27T21:00:00+08:00,2336,730393,402712,172.39383561643837
2024-01-27T22:00:00+08:00,2336,729894,384171,164.45676369863014
2024-01-28T00:00:00+08:00,2336,740236,370361,158.544948630137
2024-01-28T01:00:00+08:00,2336,740242,363807,155.7392979452055
2024-01-28T02:00:00+08:00,2336,740225,359263,153.79409246575344
2024-01-28T03:00:00+08:00,2336,739907,356307,152.52868150684932
2024-01-28T04:00:00+08:00,2336,740284,355638,152.24229452054794
2024-01-28T05:00:00+08:00,2336,740667,356938,152.798801369863
2024-01-28T06:00:00+08:00,2336,741260,363813,155.74186643835617
2024-01-28T07:00:00+08:00,2336,740228,372366,159.40325342465752
2024-01-28T08:00:00+08:00,2336,740242,386345,165.38741438356163
2024-01-28T09:00:00+08:00,2336,740056,399234,170.90496575342465
2024-01-28T10:00:00+08:00,2336,739774,414114,177.2748287671233
2024-01-28T11:00:00+08:00,2336,739741,420903,180.1810787671233
2024-01-28T12:00:00+08:00,2336,740211,423704,181.38013698630138
2024-01-28T13:00:00+08:00,2336,740228,422879,181.0269691780822
2024-01-28T14:00:00+08:00,2336,739741,421328,180.36301369863014
2024-01-28T15:00:00+08:00,2336,740209,420871,180.1673801369863
2024-01-28T16:00:00+08:00,2336,740242,419677,179.65625
2024-01-28T17:00:00+08:00,2336,740242,419833,179.7230308219178
2024-01-28T18:00:00+08:00,2336,739758,413884,177.1763698630137
2024-01-28T19:00:00+08:00,2336,740211,407314,174.3638698630137
2024-01-28T20:00:00+08:00,2336,740242,398353,170.52782534246575
2024-01-28T21:00:00+08:00,2336,740261,385914,165.2029109589041
2024-01-28T22:00:00+08:00,2336,739774,370695,158.68792808219177
2024-01-29T00:00:00+08:00,2336,730366,346512,148.33561643835617
2024-01-29T01:00:00+08:00,2336,729946,342202,146.49058219178082
2024-01-29T02:00:00+08:00,2336,730421,340776,145.88013698630138
2024-01-29T03:00:00+08:00,2336,729950,339636,145.39212328767124
2024-01-29T04:00:00+08:00,2336,731381,341733,146.2898116438356
2024-01-29T05:00:00+08:00,2336,730536,348464,149.17123287671234
2024-01-29T06:00:00+08:00,2336,730287,393939,168.6382705479452
2024-01-29T07:00:00+08:00,2336,729598,442012,189.21746575342465
2024-01-29T08:00:00+08:00,2336,730393,481817,206.25727739726028
2024-01-29T09:00:00+08:00,2336,730001,493997,211.47131849315068
2024-01-29T10:00:00+08:00,2336,729925,497994,213.18236301369862
2024-01-29T11:00:00+08:00,2336,730393,497085,212.79323630136986
2024-01-29T12:00:00+08:00,2336,729894,492137,210.67508561643837
2024-01-29T13:00:00+08:00,2336,729925,500456,214.236301369863
2024-01-29T14:00:00+08:00,2336,729925,499820,213.96404109589042
2024-01-29T15:00:00+08:00,2336,729925,497603,213.01498287671234
2024-01-29T16:00:00+08:00,2336,729959,491438,210.37585616438355
2024-01-29T17:00:00+08:00,2336,730393,474049,202.93193493150685
2024-01-29T18:00:00+08:00,2336,730360,455372,194.93664383561645
2024-01-29T19:00:00+08:00,2336,729781,412494,176.58133561643837
2024-01-29T20:00:00+08:00,2336,730360,389549,166.7589897260274
2024-01-29T21:00:00+08:00,2336,730360,375990,160.95462328767124
2024-01-29T22:00:00+08:00,2336,729921,360738,154.42551369863014
2024-01-30T00:00:00+08:00,2336,730239,344968,147.67465753424656
2024-01-30T01:00:00+08:00,2336,729925,340465,145.74700342465752
2024-01-30T02:00:00+08:00,2336,729925,339234,145.22003424657535
2024-01-30T03:00:00+08:00,2336,729925,338604,144.95034246575344
2024-01-30T04:00:00+08:00,2336,730435,339971,145.5355308219178
2024-01-30T05:00:00+08:00,2336,730435,347238,148.64640410958904
2024-01-30T06:00:00+08:00,2336,730838,392808,168.1541095890411
2024-01-30T07:00:00+08:00,2336,730402,442692,189.5085616438356
2024-01-30T08:00:00+08:00,2336,729927,480795,205.81977739726028
2024-01-30T09:00:00+08:00,2336,730435,495061,211.9267979452055
2024-01-30T10:00:00+08:00,2336,729936,500818,214.39126712328766
2024-01-30T11:00:00+08:00,2336,729934,499407,213.78724315068493
2024-01-30T12:00:00+08:00,2336,730402,495544,212.1335616438356
2024-01-30T13:00:00+08:00,2336,729967,503306,215.45633561643837
2024-01-30T14:00:00+08:00,2336,729967,502323,215.0355308219178
2024-01-30T15:00:00+08:00,2336,730435,499680,213.9041095890411
2024-01-30T16:00:00+08:00,2336,730412,494484,211.67979452054794
2024-01-30T17:00:00+08:00,2336,730435,477022,204.20462328767124
2024-01-30T18:00:00+08:00,2336,729967,440656,188.63698630136986
2024-01-30T19:00:00+08:00,2336,729934,411690,176.23715753424656
2024-01-30T20:00:00+08:00,2336,729967,393490,168.4460616438356
2024-01-30T21:00:00+08:00,2336,730404,380640,162.94520547945206
2024-01-30T22:00:00+08:00,2336,730429,364923,156.21703767123287
2024-01-31T00:00:00+08:00,2336,730435,346216,148.20890410958904
2024-01-31T01:00:00+08:00,2336,730435,342141,146.4644691780822
2024-01-31T02:00:00+08:00,2336,730435,339770,145.44948630136986
2024-01-31T03:00:00+08:00,2336,730435,338627,144.9601883561644
2024-01-31T04:00:00+08:00,2336,730389,339554,145.3570205479452
2024-01-31T05:00:00+08:00,2336,729925,345398,147.85873287671234
2024-01-31T06:00:00+08:00,2336,730521,391571,167.62457191780823
2024-01-31T07:00:00+08:00,2336,729925,440071,188.38655821917808
2024-01-31T08:00:00+08:00,2336,729925,479360,205.2054794520548
2024-01-31T09:00:00+08:00,2336,730360,495202,211.98715753424656
2024-01-31T10:00:00+08:00,2336,729892,498786,213.52140410958904
2024-01-31T11:00:00+08:00,2336,730393,497407,212.9310787671233
2024-01-31T12:00:00+08:00,2336,730393,493484,211.25171232876713
2024-01-31T13:00:00+08:00,2336,730393,502522,215.1207191780822
2024-01-31T14:00:00+08:00,2336,730360,502356,215.04965753424656
2024-01-31T15:00:00+08:00,2336,730379,500294,214.1669520547945
2024-01-31T16:00:00+08:00,2336,730360,494721,211.78125
2024-01-31T17:00:00+08:00,2336,729925,477693,204.49186643835617
2024-01-31T18:00:00+08:00,2336,730393,442802,189.5556506849315
2024-01-31T19:00:00+08:00,2336,730393,413569,177.04152397260273
2024-01-31T20:00:00+08:00,2336,730435,395472,169.2945205479452
2024-01-31T21:00:00+08:00,2336,730360,383213,164.0466609589041
2024-01-31T22:00:00+08:00,2336,729911,366290,156.80222602739727
2024-02-01T00:00:00+08:00,2336,730383,347210,148.63441780821918
2024-02-01T01:00:00+08:00,2336,730128,342208,146.4931506849315
2024-02-01T02:00:00+08:00,2336,729921,340236,145.64897260273972
2024-02-01T03:00:00+08:00,2336,730393,340402,145.72003424657535
2024-02-01T04:00:00+08:00,2336,730393,341281,146.09631849315068
2024-02-01T05:00:00+08:00,2336,729911,347385,148.70933219178082
2024-02-01T06:00:00+08:00,2336,730868,392797,168.1494006849315
2024-02-01T07:00:00+08:00,2336,729936,440626,188.62414383561645
2024-02-01T08:00:00+08:00,2336,730360,479513,205.27097602739727
2024-02-01T09:00:00+08:00,2336,730377,493909,211.43364726027397
2024-02-01T10:00:00+08:00,2336,730393,498462,213.38270547945206
2024-02-01T11:00:00+08:00,2336,730360,498540,213.41609589041096
2024-02-01T12:00:00+08:00,2336,730360,493908,211.4332191780822
2024-02-01T13:00:00+08:00,2336,730393,501975,214.88655821917808
2024-02-01T14:00:00+08:00,2336,730393,501783,214.80436643835617
2024-02-01T15:00:00+08:00,2336,730377,499201,213.69905821917808
2024-02-01T16:00:00+08:00,2336,729894,492556,210.8544520547945
2024-02-01T17:00:00+08:00,2336,730362,476991,204.19135273972603
2024-02-01T18:00:00+08:00,2336,729908,443253,189.74871575342465
2024-02-01T19:00:00+08:00,2336,730393,414357,177.37885273972603
2024-02-01T20:00:00+08:00,2336,729909,396204,169.60787671232876
2024-02-01T21:00:00+08:00,2336,730377,383029,163.96789383561645
2024-02-01T22:00:00+08:00,2336,730372,366508,156.8955479452055
2024-02-02T00:00:00+08:00,2336,730387,347444,148.7345890410959
2024-02-02T01:00:00+08:00,2336,730822,342806,146.74914383561645
2024-02-02T02:00:00+08:00,2336,729925,339719,145.42765410958904
2024-02-02T03:00:00+08:00,2336,729904,338239,144.79409246575344
2024-02-02T04:00:00+08:00,2336,730114,339224,145.21575342465752
2024-02-02T05:00:00+08:00,2336,729967,345864,148.0582191780822
2024-02-02T06:00:00+08:00,2336,730370,390517,167.17337328767124
2024-02-02T07:00:00+08:00,2336,730435,436157,186.71104452054794
2024-02-02T08:00:00+08:00,2336,729892,472736,202.36986301369862
2024-02-02T09:00:00+08:00,2336,729934,485254,207.72859589041096
2024-02-02T10:00:00+08:00,2336,729953,491715,210.49443493150685
2024-02-02T11:00:00+08:00,2336,730402,492320,210.75342465753425
2024-02-02T12:00:00+08:00,2336,730435,488794,209.24400684931507
2024-02-02T13:00:00+08:00,2336,730722,496526,212.5539383561644
2024-02-02T14:00:00+08:00,2336,729967,494499,211.68621575342465
2024-02-02T15:00:00+08:00,2336,729934,493520,211.26712328767124
2024-02-02T16:00:00+08:00,2336,729934,488929,209.3017979452055
2024-02-02T17:00:00+08:00,2336,730435,477213,204.28638698630138
2024-02-02T18:00:00+08:00,2336,729967,452483,193.69991438356163
2024-02-02T19:00:00+08:00,2336,729967,429596,183.90239726027397
2024-02-02T20:00:00+08:00,2336,730435,415615,177.9173801369863
2024-02-02T21:00:00+08:00,2336,729934,405937,173.7744006849315
2024-02-02T22:00:00+08:00,2336,729944,389658,166.8056506849315
2024-02-03T00:00:00+08:00,2336,730412,369641,158.2367294520548
2024-02-03T01:00:00+08:00,2336,730638,364165,155.892551369863
2024-02-03T02:00:00+08:00,2336,730435,360012,154.11472602739727
2024-02-03T03:00:00+08:00,2336,729967,357359,152.97902397260273
2024-02-03T04:00:00+08:00,2336,729378,356825,152.75042808219177
2024-02-03T05:00:00+08:00,2336,730393,359091,153.72046232876713
2024-02-03T06:00:00+08:00,2336,730214,369123,158.01498287671234
2024-02-03T07:00:00+08:00,2336,730370,388105,166.1408390410959
2024-02-03T08:00:00+08:00,2336,729925,410150,175.5779109589041
2024-02-03T09:00:00+08:00,2336,730393,424571,181.75128424657535
2024-02-03T10:00:00+08:00,2336,730393,439556,188.16609589041096
2024-02-03T11:00:00+08:00,2336,729892,445098,190.53852739726028
2024-02-03T12:00:00+08:00,2336,729892,443933,190.0398116438356
2024-02-03T13:00:00+08:00,2336,730435,441043,188.80265410958904
2024-02-03T14:00:00+08:00,2336,730393,438027,187.51155821917808
2024-02-03T16:00:00+08:00,2336,730393,433683,185.6519691780822
2024-02-03T17:00:00+08:00,2336,730360,434175,185.86258561643837
2024-02-03T18:00:00+08:00,2336,729909,427723,183.1005993150685
2024-02-03T19:00:00+08:00,2336,729925,416400,178.25342465753425
2024-02-03T20:00:00+08:00,2336,729925,407321,174.36686643835617
2024-02-03T21:00:00+08:00,2336,730393,397492,170.15924657534248
2024-02-03T22:00:00+08:00,2336,729925,379628,162.51198630136986
2024-02-04T00:00:00+08:00,2336,740221,365885,156.62885273972603
2024-02-04T01:00:00+08:00,2336,739774,359092,153.7208904109589
2024-02-04T02:00:00+08:00,2336,739774,355058,151.99400684931507
2024-02-04T03:00:00+08:00,2336,740226,353363,151.26840753424656
2024-02-04T04:00:00+08:00,2336,740242,351791,150.59546232876713
2024-02-04T05:00:00+08:00,2336,739774,352737,151.00042808219177
2024-02-04T06:00:00+08:00,2336,741536,360646,154.3861301369863
2024-02-04T07:00:00+08:00,2336,739793,368701,157.83433219178082
2024-02-04T08:00:00+08:00,2336,740228,383104,164.0
2024-02-04T09:00:00+08:00,2336,740242,399644,171.0804794520548
2024-02-04T10:00:00+08:00,2336,740242,414646,177.50256849315068
2024-02-04T11:00:00+08:00,2336,739734,419818,179.7166095890411
2024-02-04T12:00:00+08:00,2336,740211,420757,180.1185787671233
2024-02-04T13:00:00+08:00,2336,740209,419426,179.548801369863
2024-02-04T14:00:00+08:00,2336,739741,418197,179.0226883561644
2024-02-04T15:00:00+08:00,2336,739758,417716,178.8167808219178
2024-02-04T16:00:00+08:00,2336,740242,416865,178.45248287671234
2024-02-04T17:00:00+08:00,2336,739774,416304,178.2123287671233
2024-02-04T18:00:00+08:00,2336,739774,410446,175.70462328767124
2024-02-04T19:00:00+08:00,2336,739741,403920,172.91095890410958
2024-02-04T20:00:00+08:00,2336,739774,396208,169.6095890410959
2024-02-04T21:00:00+08:00,2336,740242,384021,164.392551369863
2024-02-04T22:00:00+08:00,2336,739549,368598,157.7902397260274
2024-02-05T00:00:00+08:00,2336,729919,343719,147.13998287671234
2024-02-05T01:00:00+08:00,2336,730370,340239,145.65025684931507
2024-02-05T02:00:00+08:00,2336,729915,338483,144.89854452054794
2024-02-05T03:00:00+08:00,2336,730393,337882,144.64126712328766
2024-02-05T04:00:00+08:00,2336,729838,339069,145.1494006849315
2024-02-05T05:00:00+08:00,2336,730435,346534,148.34503424657535
2024-02-05T06:00:00+08:00,2336,731815,394352,168.81506849315068
2024-02-05T07:00:00+08:00,2336,730402,443891,190.02183219178082
2024-02-05T08:00:00+08:00,2336,730435,482102,206.3792808219178
2024-02-05T09:00:00+08:00,2336,730402,496532,212.55650684931507
2024-02-05T10:00:00+08:00,2336,729934,501329,214.61001712328766
2024-02-05T11:00:00+08:00,2336,729936,499792,213.95205479452054
2024-02-05T12:00:00+08:00,2336,729967,493930,211.44263698630138
2024-02-05T13:00:00+08:00,2336,729967,502128,214.95205479452054
2024-02-05T14:00:00+08:00,2336,729934,502101,214.94049657534248
2024-02-05T15:00:00+08:00,2336,730402,499967,214.0269691780822
2024-02-05T16:00:00+08:00,2336,728602,492558,210.85530821917808
2024-02-05T17:00:00+08:00,2336,730402,476509,203.98501712328766
2024-02-05T18:00:00+08:00,2336,730435,440365,188.51241438356163
2024-02-05T19:00:00+08:00,2336,730435,409886,175.46489726027397
2024-02-05T20:00:00+08:00,2336,730402,391658,167.66181506849315
2024-02-05T21:00:00+08:00,2336,729967,377883,161.76498287671234
2024-02-05T22:00:00+08:00,2336,729967,361518,154.75941780821918
2024-02-06T00:00:00+08:00,2336,729967,344877,147.6357020547945
2024-02-06T01:00:00+08:00,2336,729967,340787,145.88484589041096
2024-02-06T02:00:00+08:00,2336,729967,339026,145.13099315068493
2024-02-06T03:00:00+08:00,2336,730435,338293,144.81720890410958
2024-02-06T04:00:00+08:00,2336,729921,338983,145.11258561643837
2024-02-06T05:00:00+08:00,2336,729951,345132,147.74486301369862
2024-02-06T06:00:00+08:00,2336,730895,391896,167.763698630137
2024-02-06T08:00:00+08:00,2336,730393,481052,205.92979452054794
2024-02-06T10:00:00+08:00,2336,729925,500782,214.37585616438355
2024-02-06T11:00:00+08:00,2336,730435,499485,213.82063356164383
2024-02-06T12:00:00+08:00,2336,729925,494853,211.83775684931507
2024-02-06T13:00:00+08:00,2336,729894,503954,215.73373287671234
2024-02-06T14:00:00+08:00,2336,730360,503894,215.7080479452055
2024-02-06T15:00:00+08:00,2336,729925,500050,214.0625
2024-02-06T16:00:00+08:00,2336,729925,493483,211.25128424657535
2024-02-06T17:00:00+08:00,2336,730168,480050,205.50085616438355
2024-02-06T18:00:00+08:00,2336,730393,447514,191.57277397260273
2024-02-06T19:00:00+08:00,2336,729892,415041,177.6716609589041
2024-02-06T20:00:00+08:00,2336,729919,393891,168.61772260273972
2024-02-06T21:00:00+08:00,2336,730393,380538,162.90154109589042
2024-02-06T22:00:00+08:00,2336,730393,363188,155.47431506849315
2024-02-07T00:00:00+08:00,2336,730393,345364,147.84417808219177
2024-02-07T01:00:00+08:00,2336,729894,340523,145.77183219178082
2024-02-07T02:00:00+08:00,2336,730391,339570,145.3638698630137
2024-02-07T03:00:00+08:00,2336,730389,338768,145.0205479452055
2024-02-07T04:00:00+08:00,2336,729946,338904,145.07876712328766
2024-02-07T05:00:00+08:00,2336,729967,345065,147.71618150684932
